TradeDate,SettleDate,PortNum,Shortname,Longname,TransCd,chTrans_Description,Cusip,Ticker,Units,AssetPriceB,CommissionsLoc,IssueName1,MaturityDate,MoodyRating,AssetClass,AssetSubClass,GLDateBought,GLUnitCostB,LongDescription,ExDate,PayableDate,TXNMkVB,LongGL,ShortGL,StLongGL,StShortGL,status,RecodeDate,RatePerShare,TaxCd,TaxCdDesc,Amortization,checknum,ActName,Description,TRID,OrgTRID,Fees,Numerator,Denominator,OldUnits,NewUnits,MinSecClass,DescCD,category,subcategory,RuleNum,NetAmount,RGLFlag,UnknownDesc,SortOrderKey,PortfolioType
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,125,Sales,747525103,QCOM,92,159.31,-0.92,QUALCOMM CORP.,,N/A,Equities,Technology,1/1/1900 0:00,-223.52087,"QUALCOMM CORP. SOLD 92 SHARES QUALCOMM CORP. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-2832 CLEARS WITH: 00443 - DONALDSON LUFKIN - NEW YORK  92 UNITS @ 159.31 GROSS AMOUNT:              14,656.52 BROKER COMM:                    0.92- SEC FEE:                        0.41- NET SETTLEMENT:            14,655.19 FED SHORT TERM LOSS:     5,908.73 STATE LONG TERM LOSS:    5,908.73",1/1/1900 0:00,1/1/1900 0:00,14656.52,0,-5908.73,-5908.73,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Jennifer Test,QUALCOMM CORP.,1-8/2/24-156-1559,,-0.41,,,,,3,125,Sales,Sales,11,14655.19,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,124,Purchases,25537101,AEP,35,101.79,-0.35,AMERICAN ELECTRIC POWER CO. INC.,,N/A,Equities,Utilities,1/1/1900 0:00,101.8,"AMERICAN ELECTRIC POWER CO. INC. PURCHASED 35 SHARES AMERICAN ELECTRIC POWER CO. INC. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-3074 CLEARS WITH: 00443 - DONALDSON LUFKIN - NEW YORK  35 UNITS @ 101.79 GROSS AMOUNT:               3,562.65- BROKER COMM:                    0.35- NET SETTLEMENT:             3,563.00- PYBL # 08/02/2024-200-1880 PYBL AMNT: 3,563.00 SECURITY PURCHASES EH#419937",1/1/1900 0:00,1/1/1900 0:00,-3562.65,0,0,0,0,Original,1/1/1900 0:00,,660,PURCHASE OF A SECURITY,,,Jennifer Test,AMERICAN ELECTRIC POWER CO. INC.,1-8/2/24-156-1801,,0,,,,,3,124,Purchases,Purchases,0,-3563,N,,100,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,124,Purchases,980745103,WWD,1,151.98,-0.03,WOODWARD INC,,N/A,Equities,Basic Industries,1/1/1900 0:00,152.01,WOODWARD INC PURCHASED 1 SHARE WOODWARD INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-2535 CLEARS WITH: 00005 - GOLDMAN SACHS  1 UNITS @ 151.981 GROSS AMOUNT:                 151.98- BROKER COMM:                    0.03- NET SETTLEMENT:               152.01- PYBL # 08/02/2024-200-1774 PYBL AMNT: 152.01 SECURITY PURCHASES EH#419937,1/1/1900 0:00,1/1/1900 0:00,-151.98,0,0,0,0,Original,1/1/1900 0:00,,660,PURCHASE OF A SECURITY,,,Jennifer Test,WOODWARD INC,1-8/2/24-156-1259,,0,,,,,3,124,Purchases,Purchases,0,-152.01,N,,100,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,124,Purchases,980745103,WWD,1,151.98,-0.03,WOODWARD INC,,N/A,Equities,Basic Industries,1/1/1900 0:00,152.01,WOODWARD INC PURCHASED 1 SHARE WOODWARD INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-2536 CLEARS WITH: 00005 - GOLDMAN SACHS  1 UNITS @ 151.981 GROSS AMOUNT:                 151.98- BROKER COMM:                    0.03- NET SETTLEMENT:               152.01- PYBL # 08/02/2024-200-1775 PYBL AMNT: 152.01 SECURITY PURCHASES EH#419937,1/1/1900 0:00,1/1/1900 0:00,-151.98,0,0,0,0,Original,1/1/1900 0:00,,660,PURCHASE OF A SECURITY,,,Jennifer Test,WOODWARD INC,1-8/2/24-156-1260,,0,,,,,3,124,Purchases,Purchases,0,-152.01,N,,100,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,9,To Cover Disbursements,CASH,CASH,0,0,0,CASH,,,,Null,1/1/1900 0:00,0,TO COVER DISBURSEMENTS TRANSFERRED FROM PORTFOLIO 0631-24-7/7.3 MONTHLY TRANSFER OF INCOME,1/1/1900 0:00,1/1/1900 0:00,0,0,0,0,0,Original,1/1/1900 0:00,,635,TRANSFER FROM PORTFOLIO,,,Jennifer Test,TRANSFERRED FROM PORTFOLIO,1-8/2/24-35-41,,0,,,,,1,4602,Transfers (IN),Transfers (in),1,580.86,N,,7700,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,8,To Cover Disbursements,CASH,CASH,0,0,0,CASH,,,,Null,1/1/1900 0:00,0,TO COVER DISBURSEMENT TRANSFERRED TO PORTFOLIO 0631-24-7/7.1 PAID FOR JONATHAN D. BOWEN LEOPOLD  MONTHLY TRANSFER OF INCOME,1/1/1900 0:00,1/1/1900 0:00,0,0,0,0,0,Original,1/1/1900 0:00,,635,TRANSFER FROM PORTFOLIO,,,Jennifer Test,TRANSFERRED TO PORTFOLIO,1-8/2/24-35-40,,0,,,,,1,5702,Transfers (OUT),Transfers (out),1,-580.86,N,,7800,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,7,Scheduled Distributions,CASH,CASH,0,0,0,CASH,,,,Null,1/1/1900 0:00,0,SCHEDULED DISTRIBUTION PAID TO JONATHAN D. BOWEN LEOPOLD 195 THOMAS BURGIN PKWY APT 108 QUINCY MA 02169  WEEKLY SCHEDULED DISTRIBUTION,1/1/1900 0:00,1/1/1900 0:00,0,0,0,0,0,Original,1/1/1900 0:00,,769,DISTRIBUTION TO BENEFICIARY,,,Jennifer Test,PAID TO HOA,1-8/2/24-30-33,,0,,,,,1,5301,Distributions To/For Beneficiary,Scheduled Distributions,1,-375,N,,5300,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,238.726,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 238.726 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-95,,0,,,,,92,183,Income,Cash Dividend,1,5.99,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,56063N881,MHYSX,2456.113,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 2,456.113 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3446,,0,,,,,96,183,Income,Cash Dividend,1,65.82,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,1592.713,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 1,592.713 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-96,,0,,,,,92,183,Income,Cash Dividend,1,39.98,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,1100.068,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 1,100.068 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-97,,0,,,,,92,183,Income,Cash Dividend,1,27.61,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,2168.817,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 2,168.817 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-98,,0,,,,,92,183,Income,Cash Dividend,1,54.44,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,198.131,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 198.131 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-99,,0,,,,,92,183,Income,Cash Dividend,1,4.97,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.2,Jennifer Test IA TR U/D PRI,Jennifer Test IA TR U/D PRI,183,Cash Dividend,24527400,ABCIX,633.269,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 633.269 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-100,,0,,,,,92,183,Income,Cash Dividend,1,15.9,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.3,Jennifer Test IA TR U/D Regional Equity Model INC,Jennifer Test IA TR U/D Regional Equity Model INC,183,Cash Dividend,24527400,ABCIX,863.549,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 863.549 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-101,,0,,,,,92,183,Income,Cash Dividend,1,21.68,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.3,Jennifer Test IA TR U/D Regional Equity Model INC,Jennifer Test IA TR U/D Regional Equity Model INC,183,Cash Dividend,24527400,ABCIX,3373.195,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 3,373.195 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-102,,0,,,,,92,183,Income,Cash Dividend,1,84.67,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,24527400,ABCIX,1959.246,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 1,959.246 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-103,,0,,,,,92,183,Income,Cash Dividend,1,49.18,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,24527400,ABCIX,2656.776,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,"AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 2,656.776 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-104,,0,,,,,92,183,Income,Cash Dividend,1,66.69,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,4900.738,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 4,900.738 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3447,,0,,,,,96,183,Income,Cash Dividend,1,131.34,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,24527400,ABCIX,628.877,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 628.877 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-105,,0,,,,,92,183,Income,Cash Dividend,1,15.78,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,64.078,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 64.078 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3448,,0,,,,,96,183,Income,Cash Dividend,1,1.72,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,92.412,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 92.412 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3449,,0,,,,,96,183,Income,Cash Dividend,1,2.48,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,3992.016,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 3,992.016 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3450,,0,,,,,96,183,Income,Cash Dividend,1,106.99,N,,1600,Income
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,24527400,ABCIX,178.779,22.4,0,AMERICAN BEACON LONDON INCOME EQUITY,,N/A,Equities,Other Equity,1/1/1900 0:00,0,AMERICAN BEACON LONDON INCOME EQUITY CASH DIVIDEND 178.779 SHARES @ 0.0251 AMERICAN BEACON LONDON INCOME EQUITY REC DT 07/31/2024 PAY DT 08/02/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST,8/1/2024 0:00,8/2/2024 0:00,0,0,0,0,0,Original,7/31/2024 0:00,0.0251,5,ORDINARY QUALIFYING DIVIDENDS,,,Jennifer Test,AMERICAN BEACON LONDON INCOME EQUITY,1-8/2/24-74-106,,0,,,,,92,183,Income,Cash Dividend,1,4.49,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,5175.108,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 5,175.108 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3451,,0,,,,,96,183,Income,Cash Dividend,1,138.69,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,3452.335,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 3,452.335 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3452,,0,,,,,96,183,Income,Cash Dividend,1,92.52,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,10507.683,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 10,507.683 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3453,,0,,,,,96,183,Income,Cash Dividend,1,281.61,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,2281.466,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 2,281.466 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3454,,0,,,,,96,183,Income,Cash Dividend,1,61.14,N,,1600,Principal
8/2/2024 0:00,8/2/2024 0:00,9999-06-1/6.4,Jennifer Test IA TR U/D Regional Equity Model PRI,Jennifer Test IA TR U/D Regional Equity Model PRI,183,Cash Dividend,56063N881,MHYSX,1213.41,5.17,0,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,,N/A,Fixed Income,Other Taxable Bond Mutual Funds,1/1/1900 0:00,0,"MAINSTAY MACKAY HIGH YIELD CORPORATE BD CASH DIVIDEND 1,213.41 SHARES @ 0.0268 MAINSTAY MACKAY HIGH YIELD CORPORATE BD REC DT 07/30/2024 PAY DT 07/31/2024 REGISTERED IN FIDELITY OMNIBUS CASH/REINVEST",7/31/2024 0:00,7/31/2024 0:00,0,0,0,0,0,Original,7/30/2024 0:00,0.0268,183,NON-QUALIFYING DIVIDEND,,,Jennifer Test,MAINSTAY MACKAY HIGH YIELD CORPORATE BD,1-8/2/24-74-3455,,0,,,,,96,183,Income,Cash Dividend,1,32.52,N,,1600,Principal
